id,created_at,updated_at,project_id,user_id,url,status,score,report,pdf_url,check_seo,check_performance,check_mobile,check_security,check_accessibility,audit_depth
17f6f581-d53e-4a75-9a18-858787016fc7,2025-03-17 23:09:24.936697+00,2025-03-17 23:09:45.985295+00,97b4261d-9ef9-475a-9f96-a60e94889fa6,3de6eb1f-93c1-498e-938f-a0c6d43f6ec3,https://thelilybankagency.co.uk,completed,,,,false,false,false,false,false,
